,Host,Parasite,ParasiteFull,group,hostgroup
40916,Leptodactylus fuscus,Schrankiana fuscus,"Schrankiana fuscus Baker & Vaucher, 1988",Nematodes,Amphibia
40917,Leptodactylus labyrinthicus,Schrankiana larvata,"Schrankiana larvata (Vaz, 1933)",Nematodes,Amphibia
40918,Leptodactylus mystaceus,Schrankiana larvata,"Schrankiana larvata (Vaz, 1933)",Nematodes,Amphibia
40919,Leptodactylus pentadactylus,Schrankiana larvata,"Schrankiana larvata (Vaz, 1933)",Nematodes,Amphibia
40920,Leptodactylus pentadactylus,Schrankiana larvata,"Schrankiana larvata (Vaz, 1933)",Nematodes,Amphibia
40921,Leptodactylus sibilatrix,Schrankiana larvata,"Schrankiana larvata (Vaz, 1933)",Nematodes,NA
40922,Leptodactylus mystaceus,Schrankiana schranki,"Schrankiana schranki (Travassos, 1925)",Nematodes,Amphibia
40923,Leptodactylus pentadactylus,Schrankiana schranki,"Schrankiana schranki (Travassos, 1925)",Nematodes,Amphibia
40924,Leptodactylus mystaceus,Schrankianella brasili,"Schrankianella brasili (Travassos, 1927)",Nematodes,Amphibia
40925,Leptodactylus rhodonotus,Schulzia chiribita,"Schulzia chiribita Durette-Desset, Florindez & Morales, 2000",Nematodes,Amphibia
40926,Rhinella crucifer,Schulzia subventricosa,"Schulzia subventricosa (Schneider, 1866)",Nematodes,NA
40927,Ceratophrys cornuta,Schulzia subventricosa,"Schulzia subventricosa (Schneider, 1866)",Nematodes,Amphibia
40928,Hylodes guntheri,Schulzia subventricosa,"Schulzia subventricosa (Schneider, 1866)",Nematodes,NA
40929,Leptasterias hylodes,Schulzia subventricosa,"Schulzia subventricosa (Schneider, 1866)",Nematodes,NA
40930,Proceratophrys appendiculata,Schulzia travassosi,"Schulzia travassosi Durette-Desset, Baker & Vaucher, 1985",Nematodes,Amphibia
40931,Atelopus oxyrhynchus,Schulzia usu,"Schulzia usu Lent & Portes Santos, 1989",Nematodes,Amphibia
40932,Haematopus palliatus,Sciadiocara haematopodi,"Sciadiocara haematopodi Cremonte, Navone & Etchegoin, 1999",Nematodes,Aves
40933,Larus dominicanus,Sciadiocara haematopodi,"Sciadiocara haematopodi Cremonte, Navone & Etchegoin, 1999",Nematodes,Aves
40934,Sciurus aestuans,Sciurodendrium aripense,"Sciurodendrium aripense (Baylis, 1947)",Nematodes,Mammalia
40935,Sciurus aestuans,Sciurodendrium hepaticum,"Sciurodendrium hepaticum (Lent & Freitas, 1938)",Nematodes,Mammalia
40936,Rhipidomys latimanus,Sciurodendrium landauae,"Sciurodendrium landauae (Durette-Desset, 1970)",Nematodes,Mammalia
40937,Sciurus aestuans,Sciurodendrium oliverai,"Sciurodendrium oliverai (Lent & Freitas, 1938)",Nematodes,Mammalia
40938,Podocnemis expansa,Serpinema amazonicus,"Serpinema amazonicus (Ribeiro, 1941)",Nematodes,Reptilia
40939,Mazama americana,Setaria bidentata,"Setaria bidentata (Molin, 1858)",Nematodes,Mammalia
40940,Dasyprocta agouti,Sexansodera agoutiae,"Sexansodera agoutiae (Cameron & Reesal, 1951)",Nematodes,NA
40941,Gonadotes humeralis,Skrjabinelazia galliardi,"Skrjabinelazia galliardi Chabaud, 1973",Nematodes,NA
40942,Tropidurus torquatus,Skrjabinelazia intermedia,"Skrjabinelazia intermedia (Freitas, 1941)",Nematodes,Reptilia
40943,Larus dominicanus,Skrjabinoclava andersoni,"Skrjabinoclava andersoni Cremonte & Navone, 1999",Nematodes,Aves
40944,Anolis acutus,Skrjabinodon anolis,"Skrjabinodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40945,Cricosauria typica,Skrjabinodon cricosaurae,Skrjabinodon cricosaurae Barus & Coy,Nematodes,NA
40946,Mabuya frenata,Skrjabinodon heliocostai,"Skrjabinodon heliocostai Vicente, Vrcibradic, Muniz-Pereira & Pinto, 2000",Nematodes,NA
40947,Philander laniger,Skrjabinofilaria philanderi,"Skrjabinofilaria philanderi (Foster, 1939)",Nematodes,NA
40948,Didelphis mesamericana,Skrjabinofilaria pricei,"Skrjabinofilaria pricei Vaz & Pereira, 1934",Nematodes,NA
40949,Marmosa cinerea,Skrjabinofilaria skrjabini,"Skrjabinofilaria skrjabini Travassos, 1925",Nematodes,NA
40950,Philander opossum,Skrjabinofilaria skrjabini,"Skrjabinofilaria skrjabini Travassos, 1925",Nematodes,Mammalia
40951,Anolis armouri,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40952,Anolis brevirostris,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40953,Anolis cristatellus,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40954,Anolis cybotes,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40955,Anolis distichus,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40956,Leiocephalus barahonensis,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40957,Leiocephalus schreibersii,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,NA
40958,Leiocephalus semilineatus,Skrjabinoptera leiocephalorum,"Skrjabinoptera leiocephalorum  Greve & Powell, 1989",Nematodes,Reptilia
40959,Passalus mancus,Soaresnema soaresi,"Soaresnema soaresi Travassos & Kloss, 1958",Nematodes,NA
40960,Anolis acutus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40961,Anolis bimaculatus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40962,Anolis bimaculatus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40963,Anolis cristatellus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40964,Anolis ferreus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40965,Anolis gingivinus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40966,Anolis lineatopus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40967,Anolis lividus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40968,Anolis marmoratus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40969,Anolis oculatus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40970,Anolis richardii,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,NA
40971,Anolis sabanus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40972,Anolis scriptus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40973,Anolis stratulus,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40974,Anolis valencienni,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,Reptilia
40975,Anolis wattsii,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,NA
40976,Anolis wattsii,Spauligodon anolis,"Spauligodon anolis (Chitwood, 1934)",Nematodes,NA
40977,Anolis acutus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40978,Anolis bimaculatus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40979,Anolis ferreus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40980,Anolis gingivinus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40981,Anolis lividus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40982,Anolis marmoratus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40983,Anolis oculatus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40984,Anolis richardii,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,NA
40985,Anolis sabanus,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,Reptilia
40986,Anolis wattsii,Spauligodon caymanensis,"Spauligodon caymanensis Bursey & Goldberg, 1995",Nematodes,NA
40987,Leiocephalus carinatus,Spauligodon cubensis,"Spauligodon cubensis (Read & Amrein, 1953)",Nematodes,Reptilia
40988,Tarentola americana,Spauligodon cubensis,"Spauligodon cubensis (Read & Amrein, 1953)",Nematodes,Reptilia
40989,Liolaemus capillitas,Spauligodon loboi,"Spauligodon loboi Ramallo, Bursey & Goldberg, 2002",Nematodes,Reptilia
40990,Liolaemus huacahuasicus,Spauligodon loboi,"Spauligodon loboi Ramallo, Bursey & Goldberg, 2002",Nematodes,Reptilia
40991,Liolaemus ornatus,Spauligodon loboi,"Spauligodon loboi Ramallo, Bursey & Goldberg, 2002",Nematodes,Reptilia
40992,Liolaemus quilmes,Spauligodon loboi,"Spauligodon loboi Ramallo, Bursey & Goldberg, 2002",Nematodes,Reptilia
40993,Liolaemus ramirezae,Spauligodon loboi,"Spauligodon loboi Ramallo, Bursey & Goldberg, 2002",Nematodes,Reptilia
40994,Cichlasoma tetracanthum,Spectatus cichlasomae,"Spectatus cichlasomae Moravec & Barus, 1971",Nematodes,NA
40995,Bubalus bubalis,Spiculopteragia bubalis,"Spiculopteragia bubalis (Sarwar, 1956)",Nematodes,Mammalia
40996,Anolis bimaculatus,Spinicauda amarili,Spinicauda amarili,Nematodes,Reptilia
40997,Leporinus striatus,Spinitectus jamundensis,"Spinitectus jamundensis Thatcher & Padilha, 1977",Nematodes,Teleostei
40998,Prochilodus lineatus,Spinitectus jamundensis,"Spinitectus jamundensis Thatcher & Padilha, 1977",Nematodes,Teleostei
40999,Prochilodus reticulatus,Spinitectus jamundensis,"Spinitectus jamundensis Thatcher & Padilha, 1977",Nematodes,Teleostei
41000,Pimelodella hasemanni,Spinitectus multipapillatus,"Spinitectus multipapillatus Petter, 1987",Nematodes,NA
41001,Auchenipterus nigripinnis,Spinitectus pachyuri,"Spinitectus pachyuri Petter, 1984",Nematodes,Teleostei
41002,Auchenipterus nuchalis,Spinitectus pachyuri,"Spinitectus pachyuri Petter, 1984",Nematodes,Teleostei
41003,Pachyurus bonariensis,Spinitectus pachyuri,"Spinitectus pachyuri Petter, 1984",Nematodes,Teleostei
41004,Astyanax bimaculatus,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,Teleostei
41005,Pimelodella lateristriga,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,Teleostei
41006,Pimelodella maculatus,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,NA
41007,Salminus hilarii,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,Teleostei
41008,Sternopygus macrurus,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,Teleostei
41009,Triportheus paranensis,Spinitectus rodolphiheringi,"Spinitectus rodolphiheringi Vaz & Pereira, 1934",Nematodes,Teleostei
41010,Pimelodella lateristriga,Spinitectus rudolphiheringi,"Spinitectus rudolphiheringi Vaz & Pereira, 1928",Nematodes,Teleostei
41011,Salminus hilarii,Spinitectus rudolphiheringi,"Spinitectus rudolphiheringi Vaz & Pereira, 1928",Nematodes,Teleostei
41012,Sternopygus macrurus,Spinitectus sternopygi,"Spinitectus sternopygi Petter, 1984",Nematodes,Teleostei
41013,Pimelodella lateristriga,Spinitectus yorkei,"Spinitectus yorkei Travassos, Artigas & Pereira, 1928",Nematodes,Teleostei
41014,Myleus ternetzi,Spinoxyuris annulata,"Spinoxyuris annulata Moravec & Thatcher, 2001",Nematodes,NA
41015,Oxydoras knerii,Spinoxyuris oxydoras,"Spinoxyuris oxydoras Petter, 1994",Nematodes,NA
41016,Zygodontomys brevicauda,Spirobakerus weitzeli,"Spirobakerus weitzeli Chabaud & Bain, 1981",Nematodes,Mammalia
41017,Astyanax bimaculatus,Spirocamallanus cearensis,"Spirocamallanus cearensis (Pereira, Dias & Azevedo, 1936)",Nematodes,Teleostei
41018,Pygidium punctatum,Spirocamallanus chimusensis,"Spirocamallanus chimusensis Teixeira de Freitas & Ibanez, 1968",Nematodes,NA
41019,Agonostomus monticola,Spirocamallanus dessetae,"Spirocamallanus dessetae Petter, Golvan & Tcheprakoff, 1977",Nematodes,Teleostei
41020,Bergiaria westermanni,Spirocamallanus freitasi,"Spirocamallanus freitasi Moreira, de Oliveira & de Araujo Costa, 1991",Nematodes,Teleostei
41021,Pimelodus maculatus,Spirocamallanus freitasi,"Spirocamallanus freitasi Moreira, de Oliveira & de Araujo Costa, 1991",Nematodes,Teleostei
41022,Acestrorhamphus macrolepis,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,NA
41023,Astyanax bimaculatus,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41024,Astyanax fasciatus,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41025,Hoplias lacerdae,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41026,Hoplias malabaricus,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41027,Hoplias malabaricus,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41028,Leporinus obtusidens,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41029,Oligosarcus jenynsii,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,NA
41030,Pimelodus albicans,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41031,Rhamdia quelen,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41032,Salminus hilarii,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,Teleostei
41033,Salminus maxillosus,Spirocamallanus hilarii,"Spirocamallanus hilarii (Vaz & Pereira, 1934)",Nematodes,NA
41034,Salminus hilarii,Spirocamallanus iheringi,"Spirocamallanus iheringi Travassos, 1929",Nematodes,Teleostei
41035,Pygidium punctatum,Spirocamallanus incarocai,"Spirocamallanus incarocai Freitas & Ibanez, 1970",Nematodes,NA
41036,Brycon brevicaudatus,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,NA
41037,Brycon erythropterum,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,NA
41038,Brycon hilarii,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41039,Colossoma macropomum,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41040,Leporinus fasciatus,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41041,Leporinus piau,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41042,Leporinus reinhardti,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41043,Leporinus taeniatus,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41044,Schizodon knerii,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,Teleostei
41045,Serrasalmus brandtii,Spirocamallanus inopinatus,"Spirocamallanus inopinatus (Travassos, Artigas & Pereira, 1928)",Nematodes,NA
41046,Pimelodus clarias,Spirocamallanus intermedius,"Spirocamallanus intermedius Pinto et al., 1974",Nematodes,NA
41047,Pimelodus ortmanni,Spirocamallanus intermedius,"Spirocamallanus intermedius Pinto et al., 1974",Nematodes,Teleostei
41048,Hoplerythrinus unitaeniatus,Spirocamallanus krameri,"Spirocamallanus krameri Petter, 1974",Nematodes,Teleostei
41049,Hemiodus orthonops,Spirocamallanus paraguayensis,"Spirocamallanus paraguayensis Petter, 1990",Nematodes,Teleostei
41050,Pygidium brasiliensis,Spirocamallanus pexatus,"Spirocamallanus pexatus (Pinto, Fabio, Noronha & Rolas, 1976)",Nematodes,NA
41051,Pimelodus clarias,Spirocamallanus pimelodus,"Spirocamallanus pimelodus (Pinto, Fabio, Noronha & Rolas, 1974)",Nematodes,NA
41052,Corydoras paleatus,Spirocamallanus pintoi,"Spirocamallanus pintoi Kohn & Fernandes, 1988",Nematodes,Teleostei
41053,Pimelodella lateristriga,Spirocamallanus rarus,"Spirocamallanus rarus Travassos, 1929",Nematodes,Teleostei
41054,Rhinodoras dorbignyi,Spirocamallanus rarus,"Spirocamallanus rarus Travassos, 1929",Nematodes,Teleostei
41055,Acestrorhynchus lacustris,Spirocamallanus saofranciscensis,"Spirocamallanus saofranciscensis Moreira, Oliveira & Costa, 1994",Nematodes,Teleostei
41056,Teragonopterus chalceus,Spirocamallanus saofranciscensis,"Spirocamallanus saofranciscensis Moreira, Oliveira & Costa, 1994",Nematodes,NA
41057,Hoplias malabaricus,Spirocamallanus wrighti,"Spirocamallanus wrighti (Pereira, 1935)",Nematodes,Teleostei
41058,Tachysurus agassizi,Spironoura mirandafroesi,"Spironoura mirandafroesi Fortes, 1981",Nematodes,NA
41059,Tachysurus barbus,Spironoura mirandafroesi,"Spironoura mirandafroesi Fortes, 1981",Nematodes,NA
41060,Tachysurus upsulunophorus,Spironoura mirandafroesi,"Spironoura mirandafroesi Fortes, 1981",Nematodes,NA
41061,Tapirus terrestris,Spiroptera chrisoptera,"Spiroptera chrisoptera Molin, 1858",Nematodes,Mammalia
41062,Cancris falconensis,Spiroptera saginata,"Spiroptera saginata (Rudolphi, 1819)",Nematodes,NA
41063,Leontocebus mystax,Spirura delicata,"Spirura delicata Vicente, Pinto & Faria, 1992",Nematodes,NA
41064,Euphractus sexcinctus,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,Mammalia
41065,Marmosa cinerea,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,NA
41066,Marmosa incana,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,NA
41067,Marmosa murina,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,Mammalia
41068,Monki monki,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,NA
41069,Philander opossum,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,Mammalia
41070,Philander opossum,Spirura guianensis,"Spirura guianensis (Ortlepp, 1924)",Nematodes,Mammalia
41071,Marikina nigricullis,Spirura tamarini,"Spirura tamarini Cosgrove, Nelson & Jones, 1963",Nematodes,NA
41072,Selenidera maculirostris,Splendidofilaria gedoelsti,"Splendidofilaria gedoelsti Travassos, 1926",Nematodes,Aves
41073,Ancistrus cirrhosus,Sprentascaris hypostomi,"Sprentascaris hypostomi Petter & Cassone, 1984",Nematodes,Teleostei
41074,Hypostomus albopunctatus,Sprentascaris hypostomi,"Sprentascaris hypostomi Petter & Cassone, 1984",Nematodes,Teleostei
41075,Hypostomus commersoni,Sprentascaris hypostomi,"Sprentascaris hypostomi Petter & Cassone, 1984",Nematodes,Teleostei
41076,Hypostomus derbyi,Sprentascaris hypostomi,"Sprentascaris hypostomi Petter & Cassone, 1984",Nematodes,Teleostei
41077,Loricariichthys labialis,Sprentascaris mahnerti,"Sprentascaris mahnerti Petter & Cassone, 1984",Nematodes,Teleostei
41078,Loricariichthys platymetopon,Sprentascaris mahnerti,"Sprentascaris mahnerti Petter & Cassone, 1984",Nematodes,Teleostei
41079,Pseudohemiodon laticeps,Sprentascaris mahnerti,"Sprentascaris mahnerti Petter & Cassone, 1984",Nematodes,Teleostei
41080,Pimelodus maculatus,Sprentascaris pimelodi,"Sprentascaris pimelodi Petter & Cassone, 1984",Nematodes,Teleostei
41081,Megascops choliba,Squamofilaria sicki,"Squamofilaria sicki (Strachan, 1957)",Nematodes,NA
41082,Hydrous ater,Stegonema stegonema,"Stegonema stegonema Travassos, 1954",Nematodes,NA
41083,Reithrodon auritus,Stilestrongylus aureus,"Stilestrongylus aureus Durette-Desset & Sutton, 1985",Nematodes,Mammalia
41084,Akodon azarae,Stilestrongylus azarai,"Stilestrongylus azarai Durette-Desset & Sutton, 1985",Nematodes,Mammalia
